"Rank","Player","Team","Bye","POS","CBS","Sleeper","RTSports","AVG"
"1","Saquon Barkley","PHI","10","RB1","1","","","1.0"
"2","Christian McCaffrey","SF","4","RB2","3","","","2.5"
"3","Alvin Kamara","NO","9","RB3","2","","","2.5"
"4","Ezekiel Elliott","DAL","8","RB4","4","","","4.0"
"5","DeAndre Hopkins","TEN","11","WR1","5","","","5.3"
"6","James Conner","ARI","12","RB5","6","","","6.5"
"7","Le'Veon Bell","","","RB6","8","","","7.5"
"8","Davante Adams","LV","","WR2","9","","","9.0"
"9","David Johnson","","","RB7","10","","","9.3"
"10","Nick Chubb","CLE","7","RB8","12","","","10.5"
"11","Todd Gurley II","","","RB9","15","","","11.8"
"12","Patrick Mahomes II","KC","12","QB1","7","","","12.0"
"13","Michael Thomas","","","WR3","13","","","12.8"
"14","Julio Jones","","","WR4","11","","","13.0"
"15","Dalvin Cook","","","RB10","19","","","16.3"
"16","Tyreek Hill","MIA","5","WR5","18","","","16.3"
"17","JuJu Smith-Schuster","NE","10","WR6","14","","","17.0"
"18","Odell Beckham Jr.","MIA","5","WR7","20","","","17.0"
"19","Joe Mixon","HOU","10","RB11","17","","","17.3"
"20","Travis Kelce","KC","12","TE1","16","","","18.8"
"21","Leonard Fournette","","","RB12","21","","","21.5"
"22","Mike Evans","TB","7 ","WR8","22","","","22.3"
"23","Antonio Brown","","","WR9","24","","","22.8"
"24","Adam Thielen","CAR","7","WR10","25","","","25.5"
"25","Damien Williams","","","RB13","28","","","26.0"
"26","Keenan Allen","CHI","6","WR11","27","","","26.8"
"27","Kerryon Johnson","","","RB14","23","","","27.0"
"28","Aaron Jones","MIN","12","RB15","33","","","28.0"
"29","Zach Ertz","WAS","10","TE2","26","","","31.3"
"30","Chris Carson ","","","RB16","29","","","31.8"
"31","George Kittle","SF","4","TE3","31","","","32.8"
"32","Josh Jacobs","GB","11","RB17","32","","","33.0"
"33","Devonta Freeman","","","RB18","30","","","33.3"
"34","Amari Cooper","CLE","7","WR12","36","","","33.3"
"35","Stefon Diggs","HOU","10","WR13","35","","","34.8"
"36","Derrick Henry","BAL","8","RB19","44","","","36.5"
"37","Deshaun Watson","CLE","7","QB2","34","","","38.0"
"38","David Montgomery","DET","5","RB20","37","","","39.0"
"39","Marlon Mack","ARI","12","RB21","43","","","39.0"
"40","Brandin Cooks","DAL","8","WR14","38","","","39.3"
"41","Mark Ingram","II","","RB22","42","","","42.5"
"42","Robert Woods","HOU","10","WR15","41","","","43.3"
"43","Julian Edelman","","","WR16","40","","","44.0"
"44","Sony Michel","","","RB23","45","","","44.8"
"45","T.Y. Hilton","","","WR17","51","","","45.3"
"46","Tyler Lockett","SEA","11","WR18","46","","","45.5"
"47","Aaron Rodgers","NYJ","4","QB3","39","","","46.5"
"48","Melvin Gordon","III","","RB24","49","","","47.5"
"49","Kenny Golladay","","","WR19","47","","","48.5"
"50","Chris Godwin","TB","7","WR20","50","","","49.0"
"51","Cooper Kupp","LAR","9","WR21","48","","","50.5"
"52","Phillip Lindsay","","","RB25","53","","","51.5"
"53","Calvin Ridley","TEN","11 ","WR22","55","","","54.8"
"54","Baker Mayfield","TB","7","QB4","56","","","56.0"
"55","O.J. Howard","","","TE4","54","","","56.5"
"56","Tevin Coleman","","","RB26","62","","","57.0"
"57","Tyler Boyd","","","WR23","59","","","58.0"
"58","Austin Ekeler","WAS","10","RB27","63","","","60.3"
"59","Mike Williams","NYJ","4","WR24","74","","","60.8"
"60","A.J. Green ","","","WR25","69","","","62.5"
"61","Evan Engram","JAC","10 ","TE5","57","","","63.8"
"62","Matt Ryan","","","QB5","52","","","64.3"
"63","Alshon Jeffery ","","","WR26","68","","","64.5"
"64","James White","","","RB28","64","","","64.8"
"65","Josh Gordon","","","WR27","71","","","67.3"
"66","Hunter Henry","NE","10","TE6","67","","","68.3"
"67","D.J. Moore","CHI","6","WR28","76","","","68.8"
"68","Miles Sanders","CAR","7","RB29","73","","","69.0"
"69","Jarvis Landry","","","WR29","78","","","71.0"
"70","Duke Johnson","","","RB30","61","","","71.3"
"71","Drew Brees","","","QB6","65","","","72.3"
"72","Carson Wentz","KC","12","QB7","72","","","72.5"
"73","Derrius Guice ","","","RB31","82","","","73.8"
"74","Kenyan Drake","","","RB32","58","","","74.0"
"75","Jared Cook","","","TE7","60","","","74.3"
"76","Tarik Cohen","","","RB33","77","","","74.5"
"77","Allen Robinson","NYG","11","WR30","88","","","75.3"
"78","Robbie Chosen","","","WR31","83","","","77.3"
"79","Jared Goff","DET","5","QB8","70","","","79.0"
"80","Dede Westbrook","","","WR32","75","","","80.0"
"81","Will Fuller","","","WR33","87","","","81.3"
"82","Russell Wilson","PIT","7","QB9","84","","","83.0"
"83","Latavius Murray","","","RB34","91","","","85.3"
"84","Chicago Bears","DST","6","DST1","85","","","89.0"
"85","Vance McDonald","","","TE8","89","","","89.3"
"86","Sammy Watkins","","","WR34","95","","","89.5"
"87","Jordan Howard","","","RB35","109","","","89.8"
"88","Emmanuel Sanders","","","WR35","79","","","91.0"
"89","Cam Newton ","","","QB10","81","","","91.0"
"90","Christian Kirk","JAC","10","WR36","86","","","91.3"
"91","Sterling Shepard","","","WR37","90","","","93.5"
"92","Corey Davis","","","WR38","114","","","95.5"
"93","Marvin Jones","","","WR39","98","","","97.0"
"94","LeSean McCoy","","","RB36","107","","","98.3"
"95","Eric Ebron ","","","TE9","102","","","99.0"
"96","Ben Roethlisberger ","","","QB11","66","","","99.5"
"97","Matt Breida","","","RB37","93","","","99.8"
"98","Curtis Samuel","BUF","6","WR40","100","","","100.0"
"99","Devin Singletary","NYG","11","RB38","96","","","100.8"
"100","Rashaad Penny","CAR","7 ","RB39","104","","","101.3"
"101","David Njoku","CLE","7","TE10","111","","","102.0"
"102","Darrell Henderson","","","RB40","108","","","102.3"
"103","Jameis Winston","CLE","7","QB12","92","","","103.5"
"104","Larry Fitzgerald","","","WR41","103","","","103.8"
"105","Tom Brady","","","QB13","80","","","104.0"
"106","Lamar Jackson","BAL","8","QB14","101","","","104.3"
"107","Peyton Barber","","","RB41","97","","","111.3"
"108","Kyler Murray","ARI","12","QB15","113","","","111.8"
"109","Dante Pettis","CHI","6","WR42","122","","","112.0"
"110","Kareem Hunt","","","RB42","141","","","113.0"
"111","Los Angeles Rams","DST","9","DST2","125","","","113.0"
"112","Royce Freeman","DAL","8","RB43","123","","","113.3"
"113","Marquez Valdes-Scantling","BUF","6","WR43","119","","","113.5"
"114","Tony Pollard","TEN","11","RB44","117","","","114.3"
"115","Courtland Sutton","DEN","10","WR44","134","","","114.8"
"116","Philip Rivers","","","QB16","106","","","115.0"
"117","Delanie Walker ","","","TE11","94","","","116.3"
"118","Greg Zuerlein","NYJ","4","K1","105","","","117.5"
"119","James Washington","","","WR45","126","","","119.3"
"120","Geronimo Allison","","","WR46","137","","","123.3"
"121","Darwin Thompson","","","RB45","116","","","123.8"
"122","Dak Prescott","DAL","8","QB17","124","","","123.8"
"123","Adrian Peterson","","","RB46","132","","","124.8"
"124","Justin Tucker","BAL","8","K2","110","","","125.5"
"125","Jacksonville Jaguars","DST","10","DST3","115","","","125.5"
"126","Minnesota Vikings","DST","12","DST4","99","","","125.8"
"127","DeSean Jackson ","","","WR47","133","","","130.5"
"128","Justin Jackson","","","RB47","144","","","131.3"
"129","Austin Hooper","NE","10","TE12","118","","","132.3"
"130","Kalen Ballage ","","","RB48","140","","","132.8"
"131","Dion Lewis","","","RB49","112","","","133.8"
"132","Michael Gallup","LV","","WR48","146","","","135.3"
"133","Baltimore Ravens","DST","8","DST5","156","","","135.3"
"134","Kirk Cousins","ATL","9","QB18","135","","","137.0"
"135","Donte Moncrief","","","WR49","129","","","139.0"
"136","T.J. Hockenson","MIN","12 ","TE13","130","","","139.3"
"137","Jaylen Samuels","","","RB50","138","","","139.3"
"138","Harrison Butker","KC","12","K3","143","","","139.5"
"139","Tyrell Williams","","","WR50","155","","","140.5"
"140","Mark Andrews","BAL","8","TE14","136","","","144.8"
"141","Mitchell Trubisky","BUF","6","QB19","148","","","146.5"
"142","John Brown","","","WR51","153","","","147.0"
"143","Stephen Gostkowski ","","","K4","128","","","147.3"
"144","Anthony Miller","","","WR52","167","","","147.8"
"145","DK Metcalf","SEA","11","WR53","171","","","148.3"
"146","Golden Tate","","","WR54","164","","","148.5"
"147","Greg Olsen","","","TE15","173","","","151.3"
"148","Justice Hill","BAL","8","RB51","162","","","151.5"
"149","Ronald Jones II","","","RB52","174","","","152.5"
"150","Jimmy Garoppolo","LAR","9","QB20","145","","","154.3"
"151","Carlos Hyde","","","RB53","161","","","155.5"
"152","Trey Burton ","","","TE16","177","","","156.3"
"153","Alexander Mattison","LV","","RB54","175","","","159.3"
"154","Josh Allen","BUF","6","QB21","157","","","159.3"
"155","Denver Broncos","DST","10","DST6","151","","","161.5"
"156","New England Patriots","DST","10","DST7","158","","","161.8"
"157","Houston Texans","DST","10","DST8","154","","","161.8"
"158","Keke Coutee","","","WR55","180","","","162.0"
"159","Damien Harris","","","RB55","189","","","163.5"
"160","Ka'imi Fairbairn","HOU","10","K5","170","","","164.3"
"161","Buffalo Bills","DST","6","DST9","121","","","166.8"
"162","Cleveland Browns","DST","7","DST10","181","","","168.8"
"163","Dallas Cowboys","DST","8","DST11","163","","","170.5"
"164","Ito Smith ","","","RB56","190","","","171.5"
"165","Jamison Crowder","WAS","10","WR56","172","","","172.5"
"166","Matthew Stafford","LAR","9 ","QB22","176","","","176.5"
"167","Robbie Gould","","","K6","147","","","179.3"
"168","Los Angeles Chargers","DST","12","DST12","142","","","143.3"
"169","Kyle Rudolph","","","TE17","152","","","146.3"
"170","Deebo Samuel","SF","4","WR57","200","","","185.3"
"171","Wil Lutz","DEN","10","K7","149","","","149.7"
"172","Seattle Seahawks","DST","11","DST13","191","","","187.0"
"173","N'Keal Harry","MIN","12","WR58","185","","","154.0"
"174","Jordan Reed","","","TE18","120","","","156.7"
"175","Marquise Goodwin","","","WR59","187","","","193.0"
"176","New Orleans Saints","DST","9","DST14","127","","","158.7"
"177","Jimmy Graham","","","TE19","160","","","158.7"
"178","Jake Elliott","PHI","10","K8","199","","","196.0"
"179","Philadelphia Eagles","DST","10","DST15","183","","","199.8"
"180","Mohamed Sanu Sr.","","","WR60","139","","","168.0"
"181","Michael Badgley","DET","5","K9","205","","","202.8"
"182","Derek Carr","NO","9","QB23","159","","","172.0"
"183","Nyheim Hines","CLE","7","RB57","194","","","175.7"
"184","Marquise Brown","KC","12","WR61","195","","","178.0"
"185","Mecole Hardman","","","WR62","192","","","179.0"
"186","Sam Darnold","MIN","12","QB24","182","","","185.7"
"187","Kenny Stills","","","WR63","201","","","186.7"
"188","Kansas City Chiefs","DST","12","DST16","169","","","188.3"
"189","C.J. Anderson","","","RB58","202","","","188.7"
"190","Chris Thompson","","","RB59","150","","","189.0"
"191","Noah Fant","SEA","11","TE20","186","","","190.3"
"192","Pittsburgh Steelers","DST","7","DST17","166","","","192.3"
"193","Jamaal Williams","NO","9","RB60","214","","","200.3"
"194","Darren Waller","NYG","11","TE21","188","","","202.7"
"195","Nick Foles","","","QB25","184","","","205.3"
"196","Jalen Richard","","","RB61","165","","","206.0"
"197","Zay Jones","ARI","12","WR64","197","","","206.3"
"198","Malcolm Brown","","","RB62","","","","207.7"
"199","Dare Ogunbowale","","","RB63","","","","208.3"
"200","Devin Funchess ","","","WR65","","","","163.5"
"201","Marqise Lee","","","WR66","131","","","209.0"
"202","Nelson Agholor","BAL","8","WR67","208","","","210.0"
"203","Mason Crosby","NYG","11","K10","206","","","210.3"
"204","DaeSean Hamilton","","","WR68","198","","","210.7"
"205","Albert Wilson","","","WR69","212","","","212.7"
"206","Matt Prater","ARI","12","K11","196","","","213.3"
"207","DeVante Parker","PHI","10","WR70","","","","172.5"
"208","Tre'Quan Smith","DET","5","WR71","","","","174.0"
"209","Ty Montgomery","II","","RB64","209","","","217.3"
"210","Jack Doyle","","","TE22","207","","","217.7"
"211","Jason Witten","","","TE23","204","","","218.7"
"212","Frank Gore","","","RB65","193","","","219.7"
"213","Miles Boykin","NYG","11","WR72","","","","225.3"
"214","Adam Vinatieri ","","","K12","216","","","226.3"
"215","Indianapolis Colts","DST","6","DST18","168","","","226.7"
"216","Matt Bryant","","","K13","211","","","250.3"
"217","Jason Myers","SEA","11","K14","217","","","228.0"
"218","Brett Maher","","","K15","213","","","228.3"
"219","Chris Herndon","","","TE24","","","","196.0"
"220","Green Bay Packers","DST","11","DST19","178","","","231.0"
"221","Adam Humphries","","","WR73","","","","200.5"
"222","J.J. Arcega-Whiteside","","","WR74","","","","201.0"
"223","Tennessee Titans","DST","11","DST20","203","","","233.7"
"224","Dallas Goedert","PHI","10","TE25","","","","207.0"
"225","Giovani Bernard","","","RB66","","","","207.5"
"226","Austin Seibert","NYJ","4","K16","215","","","240.3"
"227","Parris Campbell","PHI","10 ","WR75","","","","211.5"
"228","Chris Boswell","PIT","7","K17","218","","","242.3"
"229","Marcus Mariota","WAS","10","QB26","","","","215.0"
"230","A.J. Brown","PHI","10","WR76","","","","218.5"
"231","Gus Edwards","LAC","12","RB67","","","","218.5"
"232","Randall Cobb","","","WR77","","","","219.0"
"233","Cameron Brate","","","TE26","210","","","259.3"
"234","Giorgio Tavecchio","","","K18","","","","229.5"
"235","Mike Davis","","","RB68","","","","231.0"
"236","Demaryius Thomas","","","WR78","","","","232.0"
"237","Washington Commanders","DST","10","DST21","179","","","256.0"
"238","Andy Isabella","BUF","6","WR79","","","","234.0"
"239","Chase Edmonds","TB","7","RB69","","","","234.5"
"240","Chris Moore","ARI","12","WR80","","","","288.5"
"241","Tyler Eifert","","","TE27","","","","241.5"
"242","Antonio Callaway ","","","WR81","","","","187.0"
"243","Jacoby Brissett","NE","10","QB27","","","","243.0"
"244","Darrel Williams ","","","RB70","","","","189.0"
"245","T.J. Yeldon","","","RB71","","","","244.0"
"246","Ted Ginn Jr.","","","WR82","","","","248.5"
"247","Quincy Enunwa ","","","WR83","","","","246.5"
"248","Kelvin Harmon","","","WR84","","","","196.0"
"249","Willie Snead","SF","4","WR85","","","","249.0"
"250","Trayveon Williams","CIN","9","RB72","","","","200.0"
"251","Andy Dalton","CAR","7","QB28","","","","250.0"
"252","Mike Gesicki","CIN","9","TE28","","","","250.5"
"253","Diontae Johnson","CAR","7","WR86","","","","203.0"
"254","San Francisco 49ers","DST","4","DST22","","","","251.0"
"255","Ryquell Armstead","","","RB73","","","","251.5"
"256","Rashard Higgins","","","WR87","","","","254.5"
"257","Aldrick Rosas","","","K19","","","","254.5"
"258","Robert Foster","","","WR88","","","","211.0"
"259","Jakobi Meyers","LV","","WR89","","","","212.0"
"260","Preston Williams ","","","WR90","","","","213.0"
"261","Cole Beasley","","","WR91","","","","256.0"
"262","Matt LaCosse","","","TE29","","","","222.0"
"263","Dontrell Hilliard","","","RB74","","","","260.5"
"264","Trey Quinn ","","","WR92","","","","262.0"
"265","Paul Richardson Jr. ","","","WR93","","","","262.0"
"266","Atlanta Falcons","DST","9","DST23","","","","269.0"
"267","Irv Smith Jr.","KC","12","TE30","","","","229.0"
"268","Dan Bailey","","","K20","","","","264.0"
"269","Jalen Hurd","","","WR94","","","","230.0"
"270","Matt Gay","IND","6","K21","","","","265.0"
"271","Danny Amendola","","","WR95","","","","265.0"
"272","Benjamin Watson","","","TE31","","","","289.0"
"273","Joe Flacco","IND","6 ","QB29","","","","270.5"
"274","Riley Ridley","","","WR96","","","","241.0"
"275","Ryan Succop ","","","K22","","","","281.5"
"276","Arizona Cardinals","DST","12","DST24","","","","242.0"
"277","Las Vegas Raiders","DST","","DST25","","","","312.0"
"278","Carolina Panthers","DST","7","DST26","","","","271.5"
"279","Jake Kumerow","","","WR97","","","","307.5"
"280","Alfred Morris","","","RB75","","","","246.0"
"281","Brian Hill","","","RB76","","","","247.0"
"282","Dwayne Haskins","","","QB30","","","","273.0"
"283","Qadree Ollison","","","RB77","","","","251.0"
"284","Hunter Renfrow","","","WR98","","","","275.0"
"285","New York Jets","DST","4","DST27","","","","281.0"
"286","Demarcus Robinson","LAR","9","WR99","","","","257.0"
"287","Josh Doctson","","","WR100","","","","279.0"
"288","Dexter Williams","","","RB78","","","","260.0"
"289","Damarea Crockett","","","RB79","","","","260.0"
"290","Will Dissly","LAC","12 ","TE32","","","","312.5"
"291","D.J. Chark Jr.","LAC","12","WR101","","","","262.0"
"292","Josh Reynolds","DEN","10","WR102","","","","263.0"
"293","John Ross","","","WR103","","","","282.0"
"294","Gerald Everett","CHI","6","TE33","","","","266.0"
"295","Eddy Pineiro","CAR","7","K23","","","","282.5"
"296","Brandon McManus","WAS","10","K24","","","","296.0"
"297","Myles Gaskin","MIN","12","RB80","","","","267.0"
"298","Detroit Lions","DST","5","DST28","","","","289.0"
"299","Cincinnati Bengals","DST","9","DST29","","","","271.0"
"300","David Moore","CAR","7","WR104","","","","272.0"
"301","Wayne Gallman","","","RB81","","","","301.5"
"302","KeeSean Johnson","","","WR105","","","","273.0"
"303","Jay Ajayi","","","RB82","","","","274.0"
"304","Stephen Hauschka","","","K25","","","","322.5"
"305","Daniel Carlson","LV","","K26","","","","324.0"
"306","Bruce Anderson","III","","RB83","","","","276.0"
"307","Miami Dolphins","DST","5","DST30","","","","317.0"
"308","Phillip Dorsett II","DEN","10","WR106","","","","308.5"
"309","Theo Riddick","","","RB84","","","","279.0"
"310","Ian Thomas","CAR","7","TE34","","","","280.0"
"311","Travis Benjamin","","","WR107","","","","281.0"
"312","Rex Burkhead","","","RB85","","","","290.0"
"313","Taylor Gabriel","","","WR108","","","","282.0"
"314","Vernon Davis","","","TE35","","","","338.0"
"315","Josh Lambo","","","K27","","","","327.5"
"316","Benny Snell","","","RB86","","","","284.0"
"317","Eli Manning","","","QB31","","","","295.0"
"318","Alfred Blue","","","RB87","","","","292.0"
"319","Joey Slye","NE","10","K28","","","","332.0"
"320","Daniel Jones","NYG","11","QB32","","","","324.0"
"321","Doug Martin","","","RB88","","","","289.0"
"322","Taywan Taylor","","","WR109","","","","291.0"
"323","Ryan Fitzpatrick","","","QB33","","","","307.5"
"324","Josh Rosen","","","QB34","","","","292.0"
"325","New York Giants","DST","11","DST31","","","","339.0"
"326","Dustin Hopkins","CLE","7","K29","","","","332.0"
"327","Randy Bullock","","","K30","","","","322.5"
"328","Corey Clement","","","RB89","","","","298.0"
"329","Alex Collins","","","RB90","","","","300.0"
"330","Chris Conley","SF","4","WR110","","","","301.0"
"331","Hayden Hurst","LAC","12","TE36","","","","303.0"
"332","Devontae Booker","","","RB91","","","","308.0"
"333","Chris Hogan","","","WR111","","","","310.0"
"334","Laquon Treadwell","","","WR112","","","","313.0"
"335","","","","1","","","","314.0"
"336","Kendrick Bourne","NE","10","WR113","","","","315.0"
"337","Ricky Seals-Jones","","","TE37","","","","316.0"
"338","Case Keenum","HOU","10","QB35","","","","317.0"
"339","Deon Cain","","","WR114","","","","318.0"
"340","Zach Zenner","","","RB92","","","","319.0"
"341","Blake Jarwin","","","TE38","","","","320.0"
"342","Spencer Ware","","","RB93","","","","321.0"
"343","Breshad Perriman","","","WR115","","","","323.0"
"344","Cordarrelle Patterson","PIT","7","RB94","","","","325.0"
"345","Bilal Powell","","","RB95","","","","327.0"
"346","Michael Crabtree","","","WR116","","","","329.0"
"347","Cameron Artis-Payne","","","RB96","","","","330.0"
"348","C.J. Uzomah","PHI","10","TE39","","","","332.0"
"349","Chester Rogers ","","","WR117","","","","333.0"
"350","Jesse James","","","TE40","","","","334.0"
"351","Jaron Brown","","","WR118","","","","335.0"
"352","Wendell Smallwood","","","RB97","","","","336.0"
"353","Kyle Juszczyk","SF","4","RB98","","","","337.0"
"354","Jordan Matthews","CAR","7","WR119","","","","338.0"
"355","Seth Roberts","","","WR120","","","","340.0"
"356","Geoff Swaim","","","TE41","","","","341.0"
"357","Jarius Wright","","","WR121","","","","342.0"
"358","Tajae Sharpe","","","WR122","","","","343.0"
"359","Drew Lock","NYG","11","QB36","","","","344.0"
"360","Isaiah McKenzie","NYG","11","WR123","","","","345.0"
"361","Tim Patrick","DEN","10","WR124","","","","347.0"
"362","Keelan Cole Sr.","LV","","WR125","","","","349.0"
"363","Jordan Wilkins","","","RB99","","","","350.0"
"364","Jordan Thomas","","","TE42","","","","351.0"
"365","Kapri Bibbs","","","RB100","","","","352.0"
"366","James Develin ","","","RB101","","","","353.0"
"367","Blake Bortles","","","QB37","","","","354.0"
"368","Zach Pascal","ARI","12","WR126","","","","355.0"
"369","Nick Vannett","TEN","11","TE43","","","","356.0"
"370","Aldrick Robinson","","","WR127","","","","357.0"
"371","Ryan Tannehill","","","QB38","","","","359.0"
"372","C.J. Beathard","JAC","10","QB39","","","","361.0"
"373","Chris Ivory","","","RB102","","","","362.0"
"374","Terry McLaurin","WAS","10","WR128","","","","363.0"
"375","Jason Sanders","MIA","5","K31","","","","365.0"
"376","Manasseh Garner","","","TE44","","","","366.0"
"377","Demetrius Harris","","","TE45","","","","368.0"
"378","Felton Davis","III","","WR129","","","","374.0"
"379","Ty Johnson","BUF","6","RB103","","","","375.0"
"380","Greg Joseph","GB","11","K32","","","","376.0"
"381","James O'Shaughnessy","","","TE46","","","","377.0"
"382","Dawson Knox","BUF","6","TE47","","","","379.0"
"383","Darren Sproles ","","","RB104","","","","380.0"
"384","Jeff Heuerman","","","TE48","","","","381.0"
"385","Garrett Gilbert","","","QB40","","","","383.0"
"386","Trent Taylor","SF","4 ","WR130","","","","384.0"
"387","Mason Rudolph","TEN","11 ","QB41","","","","386.0"
"388","C.J. Prosise ","","","RB105","","","","387.0"
"389","De'Angelo Henderson Sr.","","","RB106","","","","388.0"
"390","Quadree Henderson","","","WR131","","","","389.0"
"391","Gary Jennings Jr. ","","","WR132","","","","390.0"
"392","Tampa Bay Buccaneers","DST","7","DST32","","","","391.0"
"393","Jakeem Grant Sr.","CLE","7","WR133","","","","393.0"
"394","Mark Walton","","","RB107","","","","395.0"
"395","Josh liver","MIN","12 O","TE49","","","","396.0"
"396","Dontrelle Inman","","","WR134","","","","397.0"
"397","Ryan Switzer","","","WR135","","","","398.0"
"398","Andre Ellington","","","RB108","","","","399.0"
"399","Tyler Kroft","","","TE50","","","","401.0"
"400","Jonnu Smith","MIA","5","TE51","","","","402.0"
"401","Foster Moreau","NO","9","TE52","","","","403.0"
"402","Bryce Love","","","RB109","","","","408.0"
"403","D'Onta Foreman","CLE","7","RB110","","","","409.0"
""
""